id,FirstName,LastName,Biography,Link
27005,"Gertrude L.",Brown,"American, c. 1870 - 1934",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=27005
33237,Hilton,Brown,"American, born 1938",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=33237
7309,"H. Langden",Brown,"American, active c. 1935",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=7309
20088,James,Brown,"American, born 1951",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=20088
33238,"John George",Brown,"American, born England, 1831 - 1913",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=33238
13282,"John Lewis",Brown,"French, 1829 - 1890",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=13282
19598,Kathan,Brown,"",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=19598
19598,Kathan,Brown,"",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=19598
21486,Lancelot,Brown,"British, 1716 - 1783",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=21486
7310,Lee,Brown,"American, active c. 1935",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=7310
27120,Marcia,Brown,"",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=27120
27168,Marsha,Brown,"",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=27168
1029,Mather,Brown,"American, 1761 - 1831",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=1029
26583,Melissa,Brown,"American, active early 21st century",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=26583
7311,Mona,Brown,"American, active c. 1935",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=7311
33239,"Robert A.",Brown,"American, 1895 - 1954",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=33239
7312,"Roy S.",Brown,"American, active c. 1935",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=7312
1030,W.H.,Brown,"American, active 1886/1887",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=1030
3625,William,Brown,"American, born 1919",https://web.archive.org/web/20121010194810/http://www.nga.gov/cgi-bin/tsearch?artistid=3625
3625,"William Theophilus",Brown,"American, born 1919",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3625
25802,Alexander,Browne,"British, active late 17th century",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=25802
22238,Byron,Browne,"American, 1907 - 1961",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=22238
7314,"Frank S.",Browne,"American, active c. 1935",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=7314
34897,"George Elmer",Browne,"American, 1871 - 1946",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=34897
3624,John,Browne,"British, 1741 - 1801",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3624
33240,"Syd J.",Browne,"American, 1907 - 1991",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=33240
29848,"Charles de Wolf",Brownell,"American, 1822 - 1909",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=29848
33241,Melvin,Browner,"American, 1904 - 1988",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=33241
35406,"Jennie Augusta",Brownscombe,"American, 1850 - 1936",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=35406
5912,Salvador,Bru,"Spanish, active 20th century",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=5912
24631,"Bruce Davidson Photography","","American, born 1933",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=24631
2044,"Alexander von",Bruchsal,"German, active c. 1494 - 1545",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=2044
33242,Edmund,Brucker,"American, 1912 - 1985",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=33242
3626,"Jan the Elder",Bruegel,"Flemish, 1568 - 1625",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3626
1031,"Pieter the Elder",Bruegel,"Flemish, c. 1525/1530 - 1569",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=1031
3627,"Pieter the Younger",Bruegel,"Flemish, c. 1564 - 1637/1638",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3627
3626,Jan,"Bruegel the Elder","Flemish, 1568 - 1625",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3626
1031,Pieter,"Bruegel the Elder","Flemish, c. 1525/1530 - 1569",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=1031
3627,Pieter,"Bruegel the Younger","Flemish, c. 1564 - 1637/1638",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3627
3626,"Jan the Elder",Brueghel,"Flemish, 1568 - 1625",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3626
1031,"Pieter the Elder",Brueghel,"Flemish, c. 1525/1530 - 1569",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=1031
3627,"Pieter the Younger",Brueghel,"Flemish, c. 1564 - 1637/1638",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3627
3626,Jan,"Brueghel the Elder","Flemish, 1568 - 1625",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3626
1031,Pieter,"Brueghel the Elder","Flemish, c. 1525/1530 - 1569",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=1031
3627,Pieter,"Brueghel the Younger","Flemish, c. 1564 - 1637/1638",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=3627
7315,"E. Dorsey",Bruen,"American, active c. 1935",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=7315
4882,"Frans van",Brugge,"Flemish, active c. 1480/1500",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=4882
23548,"Coosje van",Bruggen,"American, 1942 - 2009",https://web.archive.org/web/20121010194853/http://www.nga.gov/cgi-bin/tsearch?artistid=23548
3628,"Jan van der",Bruggen,"Flemish, born 1649",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=3628
9714,"Hendrick Jansz. ter",Brugghen,"Dutch, 1588 - 1629",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=9714
9714,"Hendrick ter",Brugghen,"Dutch, 1588 - 1629",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=9714
2044,"Alexander van",Brugsal,"German, active c. 1494 - 1545",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=2044
7134,Claas,Bruin,"Dutch, 1671 - 1732",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=7134
5872,Augustin,Brun,"German, active 1591/1639",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=5872
3629,Franz,Brun,"German, active c. 1590",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=3629
6181,Isaac,Brun,"German, 1590 - active 1613/1614",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=6181
5547,Filippo,Brunelleschi,"Italian, 1377 - 1446",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=5547
7316,Francis,Bruner,"American, active c. 1935",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=7316
3630,Alfred-Louis,Brunet-Debaines,"French, 1845 - 1939",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=3630
22290,Albin,Brunovsky,"Czech, 1935 - 1997",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=22290
3631,Ann,Brunskill,"British, active 1970",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=3631
35342,Hal,Bruntsch,"American, 1891 - 1959",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=35342
35342,"Harold Clement",Bruntsch,"American, 1891 - 1959",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=35342
19095,"Günter",Brus,"Austrian, born 1938",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=19095
12733,Felice,Brusasorci,"Italian, c. 1542 - 1605",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=12733
7317,Alf,Bruseth,"American, active c. 1935",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=7317
2407,Daniel,Brush,"American, born 1947",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=2407
29805,"George de Forest",Brush,"American, 1854/1855 - 1941",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=29805
7318,"Julie C.",Brush,"American, active c. 1935",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=7318
35281,"Brussels 17th Century","","",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=35281
33243,Bernard,Brussel-Smith,"American, 1914 - 1989",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=33243
3632,"Giovanni Battista",Brustolon,"Italian, 1712 - 1796",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=3632
3632,"Giovanni Battista",Brustoloni,"Italian, 1712 - 1796",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=3632
33244,Esther,Bruton,"American, 1896 - 1992",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=33244
33245,Helen,Bruton,"American, 1898 - 1985",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=33245
33246,Margaret,Bruton,"American, 1896 - 1992",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=33246
1737,"Brutus (pseud.)","","American, 1791 - 1872",https://web.archive.org/web/20121010195103/http://www.nga.gov/cgi-bin/tsearch?artistid=1737
34536,"Jules de",Bruycker,"Belgian, 1870 - 1945",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=34536
3633,"Abraham de",Bruyn,"Flemish, 1540 - 1587",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3633
3634,"Nicolaes de",Bruyn,"Flemish, 1565/1571 - 1656",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3634
1035,"the Elder",Bruyn,"German, 1493 - 1555",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=1035
1035,Barthel,"Bruyn I","German, 1493 - 1555",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=1035
33247,Edith,Bry,"American, 1898 - 1991",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=33247
3635,"Jan Theodor de",Bry,"Flemish, 1561 - 1623",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3635
3636,"Theodor de",Bry,"Flemish, 1528 - 1598",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3636
36896,Alfred,Bryan,"British, 1852 - 1899",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=36896
35996,Edgar,Bryan,"American, born 1970",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=35996
6980,Michael,Bryan,"British, 1757 - 1821",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=6980
7319,Benjamin,Bryant,"American, active c. 1935",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=7319
10433,William,Bryant,"American, born 1946",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=10433
3637,Camille,Bryen,"French, born 1907",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3637
3638,"Tadeusz Alexander",Brzozowski,"Polish, born 1918",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3638
6100,"James George",Bubb,"British, 1782 - 1853",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=6100
22434,Esther,Bubley,"American, 1921 - 1998",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=22434
33248,"Andrew A.",Bucci,"American, born 1922",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=33248
25828,Wolff,Buchholz,"German, born 1935",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=25828
33249,"Henry Bennett",Buck,"American, 1900 - 1982",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=33249
33250,Roger,Buck,"American, 1901 - 1970",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=33250
33251,John,Buckland-Wright,"British, 1897 - 1954",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=33251
6566,"John Chessell",Buckler,"British, 1793 - 1894",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=6566
7320,"Ann Gene",Buckley,"American, active c. 1935",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=7320
24339,Carmel,Buckley,"British, born 1956",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=24339
7321,Frank,Budash,"American, active c. 1935",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=7321
3639,David,Budd,"American, 1927 - 1991",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=3639
24914,Jana,"Budíková","Czech, born 1946",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=24914
1036,Jonathan,Budington,"American, c. 1779 - 1823",https://web.archive.org/web/20121010194942/http://www.nga.gov/cgi-bin/tsearch?artistid=1036
30521,Dan,Budnik,"American, born 1933",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=30521
7322,"Edward W.",Buechner,"American, active c. 1935",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=7322
33252,"Alice Standish",Buell,"American, 1892 - 1960",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=33252
24899,Clemens,Buentig,"active second half 20th century",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=24899
7323,Carl,Buergerniss,"American, 1877 - 1956",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=7323
19580,Francesco,Bufalini,"Italian, active 1670/1684",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=19580
7324,Virginia,Bufano,"American, active c. 1935",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=7324
33253,Conrad,Buff,"American, 1886 - 1975",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=33253
20416,"Carlo Antonio",Buffagnotti,"Italian, c. 1660 - after 1710",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=20416
3640,Bernard,Buffet,"French, born 1928",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=3640
1052,Giuliano,Bugiardini,"Italian, 1475 - 1554",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=1052
2408,"Félix-Hilaire",Buhot,"French, 1847 - 1898",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=2408
3641,C.-A.-L.,Buisson,"French, active 18th century",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=3641
7325,Ruth,Buker,"American, active c. 1935",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=7325
7326,"Henrietta S.",Bukill,"American, active c. 1935",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=7326
34216,Henry,Bukowski,"American, 1912 - 1979",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=34216
5707,Nico,Bulder,"Dutch, born 1898",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=5707
5707,"Nicolaas Johannes Bernardus",Bulder,"Dutch, born 1898",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=5707
2827,"Bulgarian 19th Century","","",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=2827
28758,Jan,Bulhak,"Polish, 1876 - 1950",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=28758
5726,"Charles Livingston",Bull,"American, 1874 - 1932",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=5726
11397,Jean,Bullant,"French, 1515 - 1578",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=11397
6101,George,Bullock,"British, active 1810/1822",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=6101
7327,Angelo,Bulone,"American, active c. 1935",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=7327
21590,Fritz,Bultman,"American, 1919 - 1985",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=21590
2409,James,Bulwer,"British, 1794 - 1879",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=2409
3642,"Henry William",Bunbury,"British, 1750 - 1811",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=3642
3643,Louis,Bunce,"American, born 1907",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=3643
3644,Gunther,Bundschuh,"German, active 20th century",https://web.archive.org/web/20121010194827/http://www.nga.gov/cgi-bin/tsearch?artistid=3644
1055,Horace,Bundy,"American, 1814 - 1883",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=1055
21689,"Dennis Miller",Bunker,"American, 1861 - 1890",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=21689
3645,George,Bunker,"American, 1923 - 1991",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=3645
1777,Pietro,Buonaccorsi,"Italian, 1501 - 1547",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=1777
5666,Agostino,Buonamici,"Italian, 1565 - 1644",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=5666
6646,Antonio,Buonamici,"Italian, active 1726",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=6646
3473,Michelangelo,Buonarroti,"Italian, 1475 - 1564",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=3473
31002,"Giuseppe Maria",Buondelmonti,"Italian, 1713 - 1757",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=31002
3646,Henry,Buquet,"French, active probably 18th century",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=3646
24779,Frantisek,Burant,"Czech, born 1924",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=24779
3647,Charles,Burchfield,"American, 1893 - 1967",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=3647
3647,"Charles Ephraim",Burchfield,"American, 1893 - 1967",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=3647
33254,Jacob,Burck,"American, 1907 - 1982",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=33254
20067,Chris,Burden,"American, born 1946",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=20067
24002,Zenon,Burdy,"Polish, born 1956",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=24002
24002,Zenon,Burdyniewicz,"Polish, born 1956",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=24002
11971,Daniel,Buren,"French, born 1938",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=11971
7328,"Irene M.",Burge,"American, active c. 1935",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=7328
7329,Rosa,Burger,"American, active c. 1935",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=7329
27285,Samuel,Burger,"Swiss, 1791 - 1848",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=27285
27285,Sebastian,Burger,"Swiss, 1791 - 1848",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=27285
9821,John,Burgess,"British, 1814 - 1874",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=9821
33255,"Lorraine M.",Burgess,"American, 1913 - 1996",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=33255
2411,Michael,Burghers,"Dutch, c. 1640 - c. 1723",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=2411
2412,Hans,Burgkmair,"German, 1473 - 1531",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=2412
2412,Hans,"Burgkmair I","German, 1473 - 1531",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=2412
34161,David,Burke,American,https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=34161
35341,"Robert Randall",Burkert,"American, born 1930",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=35341
33256,"Hans Gustav",Burkhardt,"American, 1904 - 1994",https://web.archive.org/web/20121010195124/http://www.nga.gov/cgi-bin/tsearch?artistid=33256
34404,"David Davidovich",Burliuk,"Russian, 1882 - 1967",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=34404
6623,"Eugène",Burnand,"Swiss, 1850 - 1921",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=6623
5570,"Edward Coley",Burne-Jones,"British, 1833 - 1898",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=5570
34601,Adella,Burner,"American, active 1930s",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=34601
28466,Greg,Burnet,"",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=28466
28466,Gregory,Burnet,"",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=28466
34282,Calvin,Burnett,"American, born 1921",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=34282
24898,Alexa,Burns,"active second half 20th century",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=24898
33257,"Milton James",Burns,"American, 1853 - 1933",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=33257
6081,"George Elbert",Burr,"American, 1859 - 1939",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=6081
3648,Barbara,Burrage,"American, born 1900",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=3648
7330,Burrell,"","American, active c. 1935",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=7330
33258,"Edward R.",Burroughs,"American, 1902 - 1983",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=33258
34217,"Margaret G.",Burroughs,"American, born 1917",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=34217
16040,"William S.",Burroughs,"American, 1914 - 1997",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=16040
9822,"Frederick William",Burton,"British, 1816 - 1900",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=9822
7331,"Mary Ann",Burton,"American, active c. 1935",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=7331
6607,Scott,Burton,"American, 1939 - 1989",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=6607
26997,Edward,Burtynsky,"Canadian, born 1955",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=26997
7332,Vincent,Burzy,"American, active c. 1935",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=7332
33259,Peter,Busa,"American, 1914 - 1983",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=33259
34218,"Paul A.",Busch,"American, 1909 - 1980",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=34218
7333,Ernest,Busenbark,"American, active c. 1935",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=7333
7334,"Rosa G.",Busey,"American, active c. 1935",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=7334
7335,"Rex F.",Bush,"American, active c. 1935",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=7335
34602,B.,Bushner,"American, active 1940s",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=34602
1087,Giovanni,Busi,"Italian, 1485/1490 - 1547 or after",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=1087
3650,Ludolph,"Büsinck","German, c. 1590 - 1669",https://web.archive.org/web/20121010195257/http://www.nga.gov/cgi-bin/tsearch?artistid=3650
3650,Ludwig,"Büsinck","German, c. 1590 - 1669",https://web.archive.org/web/20121010195319/http://www.nga.gov/cgi-bin/tsearch?artistid=3650
17813,"Simon Albert",Bussy,"French, 1870 - 1954",https://web.archive.org/web/20121010195319/http://www.nga.gov/cgi-bin/tsearch?artistid=17813
